Team,Home,Win,MIN,PTS,FGM,FGA,FGP,3PM,3PA,TPP,FTM,FTA,FTP,OREB,DREB,TRB,AST,STL,BLK,TOV,PF,+/-
NYK,NYK vs. MIL,0,240,89,37,89,0.416,5,23,0.217,10,15,0.667,11,36,47,20,5,6,17,19,-14
MEM,MEM @ ATL,0,241,82,34,79,0.43,4,22,0.182,10,13,0.769,9,28,37,23,7,5,25,24,-26
GSW,GSW vs. OKC,0,238,105,37,76,0.487,8,28,0.286,23,31,0.742,10,35,45,27,7,8,25,24,-20
OKC,OKC @ GSW,1,240,125,44,93,0.473,12,31,0.387,25,33,0.758,10,30,40,17,14,3,12,28,20
ORL,ORL vs. CLE,1,239,116,46,88,0.523,6,22,0.273,18,27,0.667,12,38,50,27,7,8,12,16,18
MIL,MIL @ NYK,1,240,103,37,82,0.451,8,26,0.308,21,27,0.778,8,35,43,23,11,6,14,17,18
HOU,HOU @ BKN,1,241,123,45,81,0.556,16,33,0.485,17,21,0.81,8,32,40,16,7,7,11,14,10
BOS,BOS @ TOR,0,240,91,33,83,0.398,10,23,0.435,15,20,0.75,9,29,38,21,3,3,17,19,-20
ATL,ATL vs. MEM,1,241,108,42,83,0.506,8,25,0.32,16,21,0.762,8,28,36,29,13,5,13,16,26
PHI,PHI vs. WAS,1,240,115,45,82,0.549,14,28,0.5,11,14,0.786,12,33,45,27,9,4,17,14,13
BKN,BKN vs. HOU,0,239,113,41,85,0.482,16,35,0.457,15,17,0.882,10,27,37,24,8,2,11,17,-10
CLE,CLE @ ORL,0,242,98,36,84,0.429,12,37,0.324,14,20,0.7,9,27,36,19,4,4,14,24,-18
LAL,LAL vs. PHX,1,239,112,39,83,0.47,11,26,0.423,23,26,0.885,12,44,56,19,7,7,14,21,19
TOR,TOR vs. BOS,1,240,111,40,80,0.5,17,36,0.472,14,17,0.824,5,35,40,29,10,4,15,18,20
ORL,ORL @ MIA,1,241,111,41,84,0.488,13,30,0.433,16,19,0.842,5,34,39,25,8,5,11,26,2
SAC,SAC vs. CHI,1,242,104,37,84,0.44,11,32,0.344,19,25,0.76,9,36,45,22,5,5,11,17,6
DAL,DAL @ LAC,0,239,101,33,80,0.413,17,42,0.405,18,20,0.9,7,31,38,22,5,5,20,23,-3
WAS,WAS @ IND,1,239,111,45,82,0.549,7,25,0.28,14,17,0.824,7,36,43,29,8,1,14,23,9
IND,IND vs. WAS,0,241,102,37,80,0.463,12,29,0.414,16,25,0.64,8,27,35,19,6,2,16,18,-9
NOP,NOP vs. UTA,0,242,109,47,93,0.505,8,22,0.364,7,13,0.538,6,24,30,24,10,6,14,15,-24
LAC,LAC vs. DAL,1,240,104,42,87,0.483,10,27,0.37,10,12,0.833,5,34,39,28,10,3,13,16,3
DEN,DEN vs. CHA,1,240,121,46,81,0.568,18,34,0.529,11,13,0.846,5,36,41,30,10,2,11,15,17
DET,DET vs. POR,1,242,111,44,88,0.5,15,30,0.5,8,12,0.667,10,41,51,36,7,4,14,14,20
UTA,UTA @ NOP,1,240,133,52,89,0.584,14,21,0.667,15,17,0.882,9,36,45,29,6,5,13,18,24
CHI,CHI @ SAC,0,240,98,32,80,0.4,14,36,0.389,20,24,0.833,9,37,46,20,6,1,12,21,-6
MIA,MIA vs. ORL,0,240,109,40,93,0.43,3,23,0.13,26,35,0.743,17,36,53,21,5,4,12,19,-2
CHA,CHA @ DEN,0,239,104,39,77,0.506,11,26,0.423,15,24,0.625,5,31,36,21,7,1,10,16,-17
POR,POR @ DET,0,239,91,37,94,0.394,10,33,0.303,7,8,0.875,13,32,45,18,9,5,13,14,-20
TOR,TOR vs. MEM,1,240,101,41,89,0.461,6,35,0.171,13,15,0.867,10,34,44,21,13,7,11,20,15
MIL,MIL @ BKN,1,239,109,42,81,0.519,8,19,0.421,17,21,0.81,14,40,54,19,3,7,13,16,15
PHX,PHX vs. CHA,0,241,110,41,77,0.532,15,29,0.517,13,13,1,2,37,39,24,4,4,19,25,-5
MEM,MEM @ TOR,0,241,86,29,81,0.358,8,25,0.32,20,23,0.87,13,32,45,17,7,6,19,23,-15
POR,POR @ BOS,0,240,96,36,91,0.396,13,31,0.419,11,14,0.786,10,36,46,21,4,9,8,17,-1
BKN,BKN vs. MIL,0,240,94,37,90,0.411,9,29,0.31,11,14,0.786,11,25,36,25,5,1,9,19,-15
OKC,OKC vs. LAL,0,240,104,40,89,0.449,7,25,0.28,17,25,0.68,13,33,46,17,13,6,17,18,-4
NYK,NYK vs. ATL,0,241,96,41,94,0.436,5,23,0.217,9,15,0.6,16,32,48,16,10,8,15,16,-3
LAL,LAL @ OKC,1,240,108,42,86,0.488,13,30,0.433,11,18,0.611,8,32,40,24,6,7,19,20,4
CHA,CHA @ PHX,1,239,115,40,96,0.417,10,38,0.263,25,29,0.862,13,30,43,24,12,6,8,17,5
ATL,ATL @ NYK,1,239,99,35,87,0.402,15,33,0.455,14,19,0.737,13,31,44,25,6,3,16,12,3
BOS,BOS vs. POR,1,239,97,35,85,0.412,15,36,0.417,12,17,0.706,9,42,51,24,3,6,11,16,1
MIN,MIN vs. NOP,1,241,118,48,95,0.505,10,21,0.476,12,16,0.75,12,38,50,21,9,3,12,13,11
SAS,SAS vs. UTA,0,241,111,44,91,0.484,10,26,0.385,13,18,0.722,11,25,36,25,9,5,12,27,-9
DEN,DEN vs. GSW,1,240,115,39,91,0.429,12,29,0.414,25,29,0.862,16,32,48,28,7,0,15,17,7
LAC,LAC vs. CHI,1,240,113,40,88,0.455,9,25,0.36,24,28,0.857,10,44,54,23,4,5,13,18,10
CLE,CLE vs. HOU,0,239,88,34,87,0.391,8,30,0.267,12,16,0.75,5,42,47,22,4,3,11,16,-32
UTA,UTA @ SAS,1,240,120,39,69,0.565,12,23,0.522,30,36,0.833,5,32,37,26,6,5,17,19,9
CHI,CHI @ LAC,0,240,103,35,97,0.361,12,37,0.324,21,21,1,13,35,48,22,6,4,11,20,-10
IND,IND vs. PHI,1,241,100,35,79,0.443,9,27,0.333,21,25,0.84,6,36,42,25,15,8,13,19,8
DAL,DAL @ SAC,1,240,106,41,83,0.494,13,41,0.317,11,14,0.786,9,27,36,28,8,0,13,12,7
DET,DET vs. MIA,1,240,111,44,84,0.524,9,26,0.346,14,17,0.824,13,36,49,23,7,5,17,12,4
PHI,PHI @ IND,0,241,92,33,87,0.379,10,32,0.313,16,24,0.667,15,34,49,21,8,2,18,21,-8
SAC,SAC vs. DAL,0,241,99,43,82,0.524,8,27,0.296,5,6,0.833,7,25,32,23,11,3,16,21,-7
NOP,NOP @ MIN,0,239,107,42,101,0.416,8,33,0.242,15,17,0.882,18,33,51,23,9,8,13,11,-11
WAS,WAS @ ORL,1,242,115,46,85,0.541,7,26,0.269,16,18,0.889,12,26,38,35,14,6,14,19,17
ORL,ORL vs. WAS,0,241,98,34,77,0.442,10,32,0.313,20,22,0.909,10,25,35,17,12,4,20,15,-17
MIA,MIA @ DET,0,240,107,44,91,0.484,14,36,0.389,5,7,0.714,7,26,33,30,13,4,11,14,-4
HOU,HOU @ CLE,1,238,120,44,93,0.473,19,51,0.373,13,16,0.813,6,47,53,28,6,5,8,19,32
GSW,GSW @ DEN,0,239,108,43,86,0.5,8,31,0.258,14,23,0.609,11,31,42,28,9,10,13,23,-7
PHI,PHI vs. MIA,1,240,103,42,85,0.494,8,24,0.333,11,15,0.733,9,30,39,28,9,4,10,23,6
IND,IND @ CHA,0,240,126,44,87,0.506,12,29,0.414,26,28,0.929,7,24,31,21,10,6,11,25,-7
GSW,GSW @ SAC,1,241,119,44,80,0.55,17,33,0.515,14,16,0.875,7,44,51,25,8,4,25,19,15
UTA,UTA @ PHX,1,240,129,51,90,0.567,15,29,0.517,12,17,0.706,9,42,51,30,7,6,11,21,32
NYK,NYK @ MIL,0,241,90,36,89,0.404,5,25,0.2,13,17,0.765,18,39,57,24,7,4,18,21,-2
PHX,PHX vs. UTA,0,238,97,36,87,0.414,9,33,0.273,16,19,0.842,6,26,32,19,7,5,12,25,-32
ATL,ATL @ BOS,0,242,110,34,80,0.425,11,31,0.355,31,34,0.912,4,32,36,21,6,4,12,18,-9
MIA,MIA @ PHI,0,240,97,34,87,0.391,12,37,0.324,17,26,0.654,16,33,49,20,3,5,11,16,-6
LAL,LAL @ BKN,1,241,102,39,92,0.424,10,26,0.385,14,20,0.7,18,38,56,21,5,6,15,18,3
BKN,BKN vs. LAL,0,240,99,37,82,0.451,9,29,0.31,16,23,0.696,5,33,38,20,7,8,11,18,-3
NOP,NOP @ OKC,1,240,114,46,90,0.511,13,24,0.542,9,13,0.692,5,36,41,30,10,2,16,20,14
POR,POR @ TOR,0,239,105,37,73,0.507,7,21,0.333,24,33,0.727,4,32,36,20,4,2,10,15,-25
BOS,BOS vs. ATL,1,241,119,45,89,0.506,11,24,0.458,18,20,0.9,7,35,42,26,8,3,11,23,9
OKC,OKC vs. NOP,0,241,100,37,97,0.381,9,36,0.25,17,20,0.85,15,37,52,24,6,5,16,18,-14
MIL,MIL vs. NYK,1,239,92,33,76,0.434,7,24,0.292,19,26,0.731,4,32,36,18,10,8,11,21,2
SAC,SAC vs. GSW,0,241,104,42,95,0.442,10,25,0.4,10,15,0.667,6,27,33,22,16,3,10,14,-15
TOR,TOR vs. POR,1,239,130,46,99,0.465,19,40,0.475,19,21,0.905,17,25,42,21,5,4,6,23,25
CHA,CHA vs. IND,1,241,133,44,83,0.53,15,33,0.455,30,34,0.882,11,32,43,27,5,2,15,21,7
TOR,TOR @ WAS,0,240,119,44,83,0.53,12,29,0.414,19,24,0.792,8,24,32,20,7,3,18,26,-3
MIL,MIL @ MIN,0,242,89,32,85,0.376,6,29,0.207,19,25,0.76,15,28,43,19,6,1,15,21,-19
SAS,SAS vs. HOU,0,240,91,35,83,0.422,6,24,0.25,15,17,0.882,9,37,46,21,7,5,16,12,-11
MEM,MEM @ DET,0,240,102,40,96,0.417,8,31,0.258,14,14,1,10,39,49,22,3,3,9,24,-2
MIN,MIN vs. MIL,1,240,108,42,78,0.538,7,19,0.368,17,20,0.85,4,35,39,27,8,7,13,15,19
DEN,DEN vs. OKC,1,241,127,50,97,0.515,15,38,0.395,12,17,0.706,9,34,43,32,3,10,11,17,3
DET,DET vs. MEM,1,239,104,35,76,0.461,7,25,0.28,27,37,0.73,4,37,41,20,8,4,7,19,2
WAS,WAS vs. TOR,1,240,122,44,85,0.518,10,30,0.333,24,26,0.923,12,32,44,30,10,2,16,21,3
HOU,HOU @ SAS,1,240,102,37,83,0.446,14,42,0.333,14,17,0.824,7,31,38,20,10,7,9,16,11
OKC,OKC @ DEN,0,240,124,51,98,0.52,9,28,0.321,13,17,0.765,9,31,40,34,5,6,7,18,-3
LAL,LAL @ ORL,0,240,105,39,83,0.47,4,20,0.2,23,30,0.767,11,32,43,18,7,1,16,18,-22
CLE,CLE vs. MIA,1,240,91,28,80,0.35,6,26,0.231,29,38,0.763,7,38,45,18,9,5,16,20,2
MEM,MEM @ IND,0,242,101,39,82,0.476,12,26,0.462,11,15,0.733,14,27,41,20,10,1,18,21,-4
MIA,MIA @ CLE,0,239,89,36,83,0.434,3,28,0.107,14,25,0.56,6,46,52,17,8,5,19,25,-2
CHI,CHI @ POR,0,239,108,41,99,0.414,13,34,0.382,13,22,0.591,12,24,36,19,10,4,6,16,-16
CHA,CHA @ ATL,1,242,123,46,90,0.511,17,32,0.531,14,18,0.778,12,30,42,29,6,1,10,21,13
BKN,BKN vs. PHI,1,239,116,39,77,0.506,13,32,0.406,25,28,0.893,9,30,39,19,3,9,11,26,8
POR,POR vs. CHI,1,240,124,46,82,0.561,15,32,0.469,17,20,0.85,5,43,48,21,3,6,17,19,16
NYK,NYK @ BOS,0,239,73,28,87,0.322,3,17,0.176,14,21,0.667,9,35,44,16,4,4,14,17,-27
IND,IND vs. MEM,1,240,105,37,70,0.529,10,26,0.385,21,31,0.677,8,25,33,20,16,4,14,15,4
ATL,ATL vs. CHA,0,242,110,39,77,0.506,12,32,0.375,20,22,0.909,4,25,29,26,5,4,9,16,-13
DAL,DAL @ PHX,0,241,88,32,88,0.364,10,36,0.278,14,26,0.538,15,34,49,18,11,4,12,18,-14
BOS,BOS vs. NYK,1,240,103,40,83,0.482,11,26,0.423,12,20,0.6,5,44,49,27,8,3,9,22,30
PHX,PHX vs. DAL,1,240,102,40,83,0.482,11,30,0.367,11,15,0.733,8,39,47,23,9,3,17,29,14
PHI,PHI @ BKN,0,240,108,36,76,0.474,7,18,0.389,29,34,0.853,6,27,33,17,7,5,8,21,-8
ORL,ORL vs. LAL,1,240,127,44,81,0.543,18,32,0.563,21,29,0.724,4,31,35,28,13,4,14,23,22
WAS,WAS vs. OKC,1,239,102,34,89,0.382,7,25,0.28,27,29,0.931,7,36,43,27,8,7,12,28,7
BKN,BKN @ NYK,0,240,95,36,87,0.414,9,37,0.243,14,16,0.875,11,38,49,15,6,3,17,21,-16
LAC,LAC vs. POR,0,239,96,35,85,0.412,6,22,0.273,20,26,0.769,9,41,50,22,5,7,13,17,-8
SAC,SAC @ NOP,1,240,114,46,97,0.474,10,26,0.385,12,14,0.857,14,35,49,22,7,1,14,21,11
SAS,SAS vs. DEN,1,241,106,46,92,0.5,9,24,0.375,5,5,1,13,30,43,33,4,9,16,15,2
UTA,UTA vs. GSW,1,241,129,53,91,0.582,14,28,0.5,9,14,0.643,7,35,42,25,16,3,11,22,30
TOR,TOR vs. MIN,1,241,109,39,81,0.481,9,29,0.31,22,26,0.846,9,30,39,28,3,4,8,18,5
NYK,NYK vs. BKN,1,240,111,39,89,0.438,13,26,0.5,20,25,0.8,12,35,47,22,6,6,11,13,16
POR,POR @ LAC,1,241,104,36,98,0.367,13,30,0.433,19,22,0.864,18,41,59,21,12,6,12,21,8
CLE,CLE @ DET,0,241,114,38,84,0.452,13,35,0.371,25,32,0.781,7,34,41,24,2,5,15,22,-11
HOU,HOU vs. ORL,1,239,114,39,77,0.506,13,35,0.371,23,28,0.821,8,32,40,17,5,5,12,15,7
DEN,DEN @ SAS,0,241,104,40,86,0.465,10,23,0.435,14,14,1,10,28,38,22,11,6,13,14,-2
MIN,MIN @ TOR,0,239,104,42,85,0.494,5,12,0.417,15,24,0.625,10,30,40,21,4,2,8,19,-5
OKC,OKC @ WAS,0,241,96,30,80,0.375,9,32,0.281,27,34,0.794,14,38,52,19,7,8,20,24,-6
GSW,GSW @ UTA,0,242,99,39,85,0.459,5,25,0.2,16,21,0.762,11,26,37,27,10,7,19,16,-30
ORL,ORL @ HOU,0,241,107,42,83,0.506,15,31,0.484,8,10,0.8,7,26,33,26,6,4,10,22,-7
NOP,NOP vs. SAC,0,239,103,39,77,0.506,9,25,0.36,16,22,0.727,2,34,36,26,7,8,15,18,-11
DET,DET vs. CLE,1,241,125,49,93,0.527,9,23,0.391,18,28,0.643,8,39,47,30,12,5,10,27,11
MIA,MIA @ DAL,1,240,95,34,75,0.453,12,31,0.387,15,19,0.789,11,30,41,23,9,11,16,19,7
PHX,PHX @ MEM,0,239,109,38,82,0.463,7,23,0.304,26,36,0.722,15,22,37,20,11,2,19,20,-11
DEN,DEN vs. BOS,0,240,110,42,93,0.452,10,33,0.303,16,21,0.762,15,32,47,31,4,3,10,14,-1
MIN,MIN @ ATL,0,240,100,39,83,0.47,7,19,0.368,15,18,0.833,7,28,35,24,15,5,13,18,-5
CHA,CHA @ IND,0,240,96,37,83,0.446,9,31,0.29,13,20,0.65,11,29,40,18,5,2,16,14,-9
DAL,DAL vs. MIA,0,239,88,33,86,0.384,8,29,0.276,14,16,0.875,11,29,40,20,10,3,12,22,-7
MIL,MIL vs. PHI,1,240,107,38,80,0.475,11,28,0.393,20,22,0.909,8,34,42,26,6,8,9,19,12
IND,IND vs. CHA,1,241,105,45,83,0.542,6,21,0.286,9,11,0.818,6,32,38,28,7,3,12,19,9
PHI,PHI @ MIL,0,239,95,36,82,0.439,2,26,0.077,21,23,0.913,10,33,43,22,5,4,14,17,-12
ATL,ATL vs. MIN,1,240,105,39,79,0.494,13,34,0.382,14,16,0.875,8,36,44,27,8,8,21,18,5
MEM,MEM vs. PHX,1,241,120,47,83,0.566,11,22,0.5,15,18,0.833,12,26,38,29,7,9,20,27,11
BOS,BOS @ DEN,1,240,111,43,91,0.473,17,36,0.472,8,10,0.8,10,30,40,28,4,6,9,19,1
SAS,SAS vs. SAC,1,240,113,45,90,0.5,11,25,0.44,12,17,0.706,13,39,52,33,4,2,7,13,15
TOR,TOR vs. LAL,1,240,123,46,92,0.5,12,31,0.387,19,25,0.76,12,41,53,23,4,4,14,23,12
NOP,NOP vs. LAC,0,239,103,38,85,0.447,9,35,0.257,18,25,0.72,7,40,47,23,9,6,15,20,-9
OKC,OKC vs. PHI,1,242,122,45,92,0.489,10,33,0.303,22,30,0.733,17,24,41,21,7,3,10,25,10
HOU,HOU vs. PHX,1,240,113,32,72,0.444,11,37,0.297,38,49,0.776,5,38,43,17,8,2,12,21,11
PHI,PHI @ OKC,0,240,112,38,76,0.5,11,29,0.379,25,31,0.806,12,28,40,19,7,5,14,26,-10
DET,DET @ CLE,0,240,104,40,95,0.421,14,36,0.389,10,13,0.769,7,36,43,31,5,6,6,23,-17
CLE,CLE vs. DET,1,241,121,42,83,0.506,15,35,0.429,22,26,0.846,4,41,45,27,2,3,10,14,17
LAL,LAL @ TOR,0,242,111,40,91,0.44,8,25,0.32,23,33,0.697,13,31,44,22,9,4,14,21,-12
CHI,CHI vs. MIL,0,242,96,36,87,0.414,12,34,0.353,12,15,0.8,10,31,41,25,8,2,16,18,-14
MIL,MIL @ CHI,1,242,110,41,77,0.532,13,28,0.464,15,25,0.6,7,36,43,28,11,4,14,16,15
SAC,SAC @ SAS,0,240,98,35,82,0.427,18,34,0.529,10,11,0.909,6,28,34,21,5,3,9,20,-15
PHX,PHX @ HOU,0,240,102,36,85,0.424,8,33,0.242,22,26,0.846,7,36,43,17,7,2,12,29,-11
LAC,LAC @ NOP,1,239,112,45,96,0.469,9,28,0.321,13,18,0.722,11,39,50,29,7,4,12,19,9
MIA,MIA vs. CHA,1,239,95,38,85,0.447,8,26,0.308,11,18,0.611,11,40,51,25,4,5,12,24,4
OKC,OKC @ DET,1,239,121,45,93,0.484,14,33,0.424,17,23,0.739,13,30,43,23,9,2,9,20,13
GSW,GSW vs. BOS,1,240,109,38,84,0.452,10,27,0.37,23,26,0.885,10,33,43,19,9,9,11,17,4
CHA,CHA @ MIA,0,241,91,29,84,0.345,5,24,0.208,28,35,0.8,12,34,46,12,6,6,7,15,-4
DAL,DAL @ DEN,0,239,89,34,85,0.4,11,31,0.355,10,19,0.526,8,35,43,17,8,5,8,15,-2
WAS,WAS @ ATL,1,240,129,49,85,0.576,18,32,0.563,13,14,0.929,7,31,38,40,7,6,12,21,25
ATL,ATL vs. WAS,0,241,104,38,88,0.432,12,43,0.279,16,21,0.762,11,21,32,24,2,4,12,15,-25
DET,DET vs. OKC,0,240,108,39,84,0.464,12,33,0.364,18,24,0.75,13,30,43,24,4,3,16,20,-13
MIN,MIN vs. BKN,1,239,111,42,96,0.438,4,21,0.19,23,26,0.885,16,33,49,20,9,7,5,12,14
BOS,BOS @ GSW,0,240,105,37,85,0.435,14,28,0.5,17,24,0.708,11,34,45,17,6,2,14,23,-4
ORL,ORL @ IND,0,240,112,42,77,0.545,8,25,0.32,20,32,0.625,13,27,40,21,6,7,14,18,-2
BKN,BKN @ MIN,0,240,97,38,82,0.463,9,30,0.3,12,15,0.8,11,32,43,22,3,7,15,19,-14
IND,IND vs. ORL,1,240,114,47,87,0.54,5,18,0.278,15,19,0.789,9,29,38,25,9,1,9,24,2
DEN,DEN vs. DAL,1,240,91,34,81,0.42,12,33,0.364,11,15,0.733,9,44,53,23,6,8,14,21,2
LAL,LAL @ CHI,1,241,108,41,91,0.451,5,24,0.208,21,28,0.75,10,38,48,23,6,3,9,23,5
PHI,PHI @ SAS,1,240,97,38,79,0.481,9,21,0.429,12,18,0.667,12,38,50,23,5,4,9,20,19
MEM,MEM vs. LAC,0,241,100,39,81,0.481,8,27,0.296,14,18,0.778,8,35,43,31,1,9,19,24,-9
SAS,SAS vs. PHI,0,240,78,30,75,0.4,3,24,0.125,15,18,0.833,5,31,36,20,6,5,9,14,-19
ATL,ATL @ CHA,0,240,110,37,79,0.468,15,30,0.5,21,25,0.84,6,33,39,23,6,5,20,26,-11
TOR,TOR vs. UTA,0,239,93,37,95,0.389,7,27,0.259,12,17,0.706,16,36,52,23,10,13,11,18,-4
HOU,HOU @ NOP,0,240,113,36,78,0.462,12,36,0.333,29,35,0.829,2,33,35,22,10,2,12,23,-2
PHX,PHX vs. NYK,0,240,85,33,94,0.351,11,33,0.333,8,13,0.615,12,30,42,15,6,3,14,24,-22
BKN,BKN @ MIL,0,239,91,33,89,0.371,8,34,0.235,17,20,0.85,11,34,45,18,5,2,14,19,-25
IND,IND @ CLE,0,239,108,43,91,0.473,13,31,0.419,9,11,0.818,8,29,37,27,13,1,16,15,-7
MIL,MIL vs. BKN,1,241,116,43,83,0.518,12,23,0.522,18,20,0.9,3,41,44,28,9,6,9,17,25
POR,POR @ DAL,1,240,107,39,79,0.494,10,30,0.333,19,23,0.826,10,44,54,20,4,6,14,17,14
LAC,LAC @ MEM,1,241,109,39,80,0.488,10,27,0.37,21,29,0.724,3,33,36,23,15,6,10,20,9
CLE,CLE vs. IND,1,240,115,46,82,0.561,13,37,0.351,10,13,0.769,8,36,44,27,13,4,20,11,7
NOP,NOP vs. HOU,1,239,115,44,82,0.537,11,27,0.407,16,21,0.762,6,36,42,36,8,5,15,26,2
CHI,CHI vs. LAL,0,240,103,35,93,0.376,17,36,0.472,16,24,0.667,16,37,53,21,3,7,13,25,-5
NYK,NYK @ PHX,1,240,107,41,85,0.482,9,25,0.36,16,22,0.727,10,39,49,25,7,10,16,20,22
UTA,UTA @ TOR,1,240,97,36,87,0.414,10,21,0.476,15,21,0.714,10,37,47,20,7,5,13,16,4
CHA,CHA vs. ATL,1,239,121,40,88,0.455,13,34,0.382,28,32,0.875,11,32,43,25,13,8,11,25,11
DAL,DAL vs. POR,0,240,93,35,89,0.393,10,30,0.333,13,17,0.765,8,29,37,17,9,3,5,19,-14
MIA,MIA vs. SAC,0,239,88,31,82,0.378,12,34,0.353,14,18,0.778,7,39,46,19,8,4,13,19,-1
MIN,MIN @ GSW,0,240,113,46,101,0.455,6,20,0.3,15,18,0.833,13,30,43,25,9,3,10,15,-13
GSW,GSW vs. MIN,1,240,126,48,89,0.539,21,37,0.568,9,15,0.6,11,36,47,37,9,8,15,17,13
SAC,SAC @ MIA,1,241,89,38,81,0.469,5,12,0.417,8,14,0.571,5,33,38,17,3,6,13,21,1
DEN,DEN vs. NYK,1,239,130,48,80,0.6,14,28,0.5,20,24,0.833,2,30,32,36,3,2,13,20,12
WAS,WAS @ OKC,0,242,112,42,86,0.488,16,35,0.457,12,16,0.75,12,27,39,25,10,2,23,25,-9
OKC,OKC vs. WAS,1,240,121,45,87,0.517,9,27,0.333,22,29,0.759,13,27,40,18,16,6,14,15,9
NYK,NYK @ DEN,0,240,118,45,82,0.549,8,21,0.381,20,24,0.833,3,30,33,32,9,5,10,20,-12
PHI,PHI vs. CHI,1,241,115,42,81,0.519,16,32,0.5,15,20,0.75,6,42,48,31,6,7,14,20,14
CHA,CHA vs. NOP,0,240,96,36,85,0.424,6,21,0.286,18,31,0.581,10,39,49,16,5,6,14,23,-5
CHI,CHI @ PHI,0,240,101,36,94,0.383,11,37,0.297,18,22,0.818,10,33,43,20,8,2,11,15,-14
DAL,DAL vs. HOU,0,240,97,35,82,0.427,15,35,0.429,12,18,0.667,9,40,49,24,5,2,13,21,-7
IND,IND vs. PHX,1,241,116,45,80,0.563,9,24,0.375,17,25,0.68,3,36,39,32,11,3,12,24,15
UTA,UTA @ DET,1,263,98,38,96,0.396,10,31,0.323,12,16,0.75,9,35,44,24,11,9,14,15,3
HOU,HOU @ DAL,1,240,104,36,82,0.439,21,51,0.412,11,23,0.478,7,36,43,20,8,3,9,19,7
PHX,PHX @ IND,0,239,101,35,84,0.417,9,35,0.257,22,29,0.759,10,32,42,22,3,2,16,26,-15
TOR,TOR @ ATL,1,239,108,39,89,0.438,14,36,0.389,16,25,0.64,12,40,52,25,10,12,17,22,15
POR,POR vs. MIN,1,241,123,45,82,0.549,17,31,0.548,16,21,0.762,6,31,37,24,4,1,10,16,9
BOS,BOS @ LAC,1,240,113,39,93,0.419,14,40,0.35,21,22,0.955,10,37,47,25,10,3,13,28,11
ATL,ATL vs. TOR,0,240,93,37,94,0.394,7,21,0.333,12,17,0.706,12,35,47,19,8,9,16,21,-15
NOP,NOP @ CHA,1,239,101,39,87,0.448,9,26,0.346,14,18,0.778,8,34,42,26,6,10,15,19,5
SAS,SAS @ MEM,1,240,108,38,82,0.463,10,24,0.417,22,25,0.88,11,34,45,29,9,6,13,19,23
MIN,MIN @ POR,0,242,114,45,84,0.536,6,16,0.375,18,22,0.818,5,28,33,20,7,2,6,14,-9
DET,DET vs. UTA,0,265,95,38,97,0.392,7,31,0.226,12,18,0.667,15,42,57,23,10,7,19,16,-3
LAC,LAC vs. BOS,0,241,102,35,79,0.443,5,21,0.238,27,39,0.692,10,30,40,26,6,5,19,15,-11
MEM,MEM vs. SAS,0,242,85,36,83,0.434,2,18,0.111,11,14,0.786,9,32,41,19,7,4,17,25,-23
SAC,SAC @ ORL,1,240,105,43,87,0.494,8,26,0.308,11,13,0.846,11,33,44,24,9,11,14,15,6
LAL,LAL vs. BOS,1,241,108,40,91,0.44,7,26,0.269,21,36,0.583,14,37,51,18,6,2,10,16,1
OKC,OKC vs. BKN,1,239,109,40,94,0.426,7,25,0.28,22,32,0.688,16,34,50,12,7,4,4,18,1
SAS,SAS vs. CLE,1,242,114,47,94,0.5,8,28,0.286,12,16,0.75,13,32,45,23,11,4,9,19,12
CLE,CLE @ SAS,0,241,102,35,72,0.486,6,21,0.286,26,31,0.839,6,35,41,19,6,3,18,14,-12
BKN,BKN @ OKC,0,240,108,37,79,0.468,16,38,0.421,18,25,0.72,8,37,45,27,1,5,12,25,-1
BOS,BOS @ LAL,0,241,107,42,90,0.467,15,44,0.341,8,10,0.8,7,35,42,22,3,5,11,25,-1
GSW,GSW vs. NYK,1,239,123,46,83,0.554,13,30,0.433,18,20,0.9,3,33,36,40,6,3,12,16,11
ORL,ORL vs. SAC,0,240,99,36,83,0.434,11,31,0.355,16,19,0.842,11,29,40,23,9,4,17,17,-6
NYK,NYK @ GSW,0,240,112,43,83,0.518,9,22,0.409,17,19,0.895,6,32,38,28,4,0,13,20,-11
POR,POR @ DEN,0,240,101,36,85,0.424,8,25,0.32,21,26,0.808,11,33,44,19,11,6,11,22,-3
MIL,MIL vs. PHX,1,241,109,38,71,0.535,5,17,0.294,28,37,0.757,8,24,32,20,14,5,17,22,4
WAS,WAS @ DAL,0,241,75,26,86,0.302,7,32,0.219,16,27,0.593,17,30,47,15,7,5,12,18,-23
NOP,NOP vs. CHI,1,292,132,47,113,0.416,16,44,0.364,22,26,0.846,15,40,55,32,14,3,13,28,4
PHI,PHI @ MEM,0,240,101,32,71,0.451,14,31,0.452,23,31,0.742,16,32,48,21,2,4,23,28,-4
SAC,SAC @ CHA,0,241,107,43,97,0.443,10,22,0.455,11,15,0.733,10,32,42,27,8,3,7,22,-5
ATL,ATL vs. UTA,1,241,104,40,83,0.482,12,26,0.462,12,12,1,10,34,44,24,8,5,17,24,14
MIA,MIA @ HOU,0,241,90,39,82,0.476,7,30,0.233,5,9,0.556,9,33,42,18,7,4,16,18,-9
DAL,DAL vs. WAS,1,240,98,38,87,0.437,10,31,0.323,12,17,0.706,9,43,52,20,9,9,11,21,23
